DateTime, Latitude, Longitude, Temp, Humidity, Pressure, Yaw, Pitch, Roll, MagX, MagY, MagZ, AccX, AccY, AccZ, GyroX, GyroY, GyroZ, State
42:31.9,32.90807881,-80.10045755,32.112,36.391,1019.019,204.724556,351.44451,353.910687,-10.391124,20.658117,85.68248,0.353729,0.220456,0.950174,0.208778,-0.174791,-0.816299,go_up
42:32.1,32.90807881,-80.10045755,32.112,35.186,1019.022,199.809907,350.661933,0.544993,-10.411996,20.487652,86.185806,0.23396,0.157087,0.964065,0.111345,0.693249,1.065166,go_up
42:32.3,32.90807881,-80.10045755,32.095,36.378,1019.013,203.854513,352.091798,4.724798,-10.459805,21.191692,85.664024,0.214565,0.19302,0.565864,0.319345,0.535034,0.500726,go_up
42:32.4,32.9080704,-80.10044701,32.166,36.039,1019.013,207.037094,354.20876,6.749347,-10.205164,22.500666,84.698067,0.216989,0.204189,0.931166,-0.060002,0.111399,0.468656,go_up
42:32.6,32.9080704,-80.10044701,32.112,36.162,1019.007,212.769849,356.281394,1.383794,-9.147767,23.210566,84.318871,0.126314,-0.067061,1.335459,-0.353523,0.094295,0.255769,go_up
42:32.8,32.9080704,-80.10044701,32.13,36.541,1019.004,220.323451,2.208001,358.720282,-8.550262,23.244955,84.595825,0.016729,0.061184,0.97893,-0.060002,0.19295,0.569449,go_up
42:32.9,32.9080704,-80.10044701,32.13,36.013,1018.992,222.104136,2.646101,1.049272,-8.128345,23.630068,84.250008,0.071522,0.306404,0.68162,0.030406,-0.248706,0.30189,go_up
42:33.1,32.9080704,-80.10044701,32.166,36.115,1019,216.750388,359.488164,2.968332,-7.085995,23.823812,84.445213,0.34888,0.304947,1.013291,-0.08627,0.328257,-0.069822,go_up
42:33.3,32.9080704,-80.10044701,32.219,36.232,1018.997,212.391266,0.07428,6.268591,-6.848321,24.287287,84.494904,0.091402,0.128194,0.968695,-0.119562,0.447986,0.347094,go_up
42:33.5,32.9080704,-80.10044701,32.112,36.125,1018.991,212.385596,2.778212,8.511077,-7.735134,24.838243,84.141418,0.065945,0.308347,0.67699,-0.285412,0.569243,0.593883,go_up
42:33.6,32.9080704,-80.10044701,31.97,34.252,1018.998,214.222043,5.840452,7.806484,-7.607289,24.337395,84.513359,0.073704,0.102701,1.095417,-0.317482,-0.10332,0.00898,go_up
42:33.8,32.908062,-80.10043647,32.112,36.813,1018.996,215.398256,5.106272,10.469953,-7.197938,23.363338,85.128174,0.054793,0.108771,0.917762,0.553001,-0.007414,-0.078374,go_up
42:34.0,32.908062,-80.10043647,32.112,36.159,1018.997,216.112448,4.573277,13.169356,-6.693906,23.103519,85.337875,0.063521,0.162914,0.670166,0.165712,0.170348,0.027,go_up
42:34.1,32.908062,-80.10043647,32.006,36.288,1019.005,214.054376,1.56021,13.923657,-6.735094,23.745327,85.111458,0.084129,0.190349,0.925561,0.061254,-0.142721,0.162002,go_up
42:34.3,32.908062,-80.10043647,32.041,36.245,1019.013,219.086053,4.045024,10.56781,-5.830829,24.78932,84.13092,0.078068,-0.189845,1.412223,0.34378,0.106513,-0.035308,go_up
42:34.5,32.90804876,-80.10042776,32.077,36.072,1019.018,227.164773,5.471689,10.89916,-5.045899,25.187492,83.954582,0.049701,0.14689,0.684545,0.091798,0.044204,0.700785,go_up
42:34.7,32.90804876,-80.10042776,31.988,35.431,1019.022,232.151945,3.608935,10.556487,-3.90239,25.360207,83.864334,0.14474,0.124795,0.79104,-0.336419,0.18226,0.701701,go_up
42:34.8,32.90804876,-80.10042776,32.006,35.853,1019.029,235.627036,1.206216,10.313301,-1.375463,24.70355,83.960754,0.185229,0.202246,1.068123,-0.192255,0.276028,0.763093,go_up
42:35.0,32.90804876,-80.10042776,31.935,36.291,1019.019,237.472349,1.512602,12.942472,0.856614,23.767687,84.097519,0.020123,0.093961,0.88072,-0.099098,0.157825,0.497672,go_up
42:35.2,32.90804876,-80.10042776,31.899,36.245,1019.011,241.501887,359.925834,12.600011,2.617469,23.236841,84.114357,0.135042,0.171412,0.702334,-0.05145,-0.159214,0.387716,go_up
42:35.3,32.90804876,-80.10042776,31.917,36.142,1019.009,236.535301,357.573775,12.798317,4.857618,22.775255,84.225586,0.261114,0.149075,1.035712,0.331562,-0.334838,-0.766514,go_up
42:35.5,32.9080412,-80.10042776,32.024,36.288,1019.005,229.507228,356.812666,14.343652,5.645621,22.47571,84.405487,0.172137,0.170198,0.851721,0.399368,0.399422,0.021503,go_up
42:35.7,32.9080412,-80.10042776,32.024,36.8,1019.009,229.922708,355.87608,16.511069,5.544741,22.612942,84.292793,0.16656,0.168984,0.645066,0.359662,0.035347,0.302806,go_up
42:35.8,32.9080412,-80.10042776,31.864,36.371,1019.016,231.75615,355.26227,15.7026,6.048913,23.090521,83.609062,0.21117,0.136935,0.914838,-0.065195,-0.052618,0.463769,go_up
42:36.0,32.9080412,-80.10042776,31.899,36.066,1019.022,237.08591,353.483019,10.155872,7.250531,22.427906,83.773903,0.16753,-0.163069,1.346913,-0.505018,-0.028489,0.140011,go_up
42:36.1,32.9080412,-80.10042776,31.828,36.072,1019.022,244.336511,354.430211,8.356952,8.298388,21.741171,83.803329,0.032245,0.037147,0.805418,0.106764,0.118424,0.375805,go_up
42:36.3,32.9080412,-80.10042776,31.97,36.262,1019.031,247.310253,354.104069,10.109758,9.20834,21.330523,83.764282,0.116859,0.231624,0.678452,0.24879,-0.031238,0.203846,go_up
42:36.5,32.9080412,-80.10042776,32.006,36.577,1019.034,239.45615,356.713112,12.147962,10.188012,21.393446,83.572868,0.280995,0.252019,1.114913,0.498634,0.207305,-0.275378,go_up
42:36.6,32.9080412,-80.10042776,31.935,36.511,1019.036,231.462998,357.312632,15.307263,9.463635,22.064192,83.532166,0.19226,0.174568,0.900216,-0.029154,0.361854,0.200486,go_up
42:36.8,32.9080288,-80.10042959,31.917,36.305,1019.023,230.100963,358.454073,16.153505,8.699085,22.501196,83.956177,0.227657,0.185736,0.655788,0.065225,0.423246,0.247828,go_up
42:37.0,32.9080288,-80.10042959,31.899,36.607,1019.024,228.781916,359.236758,17.635682,8.01933,22.938086,83.476578,0.217232,0.147618,0.921418,0.296132,-0.050174,0.14673,go_up
42:37.2,32.9080288,-80.10042959,31.899,36.458,1019.007,232.86096,353.706008,17.229965,8.435874,23.203423,82.586761,0.198563,0.213657,0.959191,-0.126587,-0.614308,0.957043,go_up
42:37.3,32.9080288,-80.10042959,31.704,35.677,1019.014,229.568467,350.962304,13.416521,11.822305,20.983143,82.054535,0.023032,0.151745,0.759603,-0.507767,0.306265,-0.925644,go_up
42:37.5,32.90801283,-80.10041905,31.58,35.966,1019.02,235.174468,352.513535,12.152308,13.648202,18.638466,82.931297,0.026669,0.133293,0.727922,0.43205,-0.03643,0.335487,go_up
42:37.7,32.90801283,-80.10041905,31.509,36.142,1019.021,244.813518,352.600067,12.654364,14.0379,17.701235,83.89653,0.265721,0.184765,1.038636,0.213665,0.3307,0.078924,go_up
42:37.8,32.90801283,-80.10041905,31.509,35.993,1019.023,239.761896,358.608284,15.645826,13.87113,17.290281,84.370865,0.237839,0.204431,1.011098,0.020937,0.809924,-0.31936,go_up
42:38.0,32.90801283,-80.10041905,31.473,36.733,1019.036,235.507112,0.45881,18.788102,11.9545,18.020882,85.251144,0.097221,0.092747,0.730359,0.317512,-0.182732,-0.05119,go_up
42:38.2,32.90801283,-80.10041905,31.473,36.291,1019.035,239.792468,357.800212,20.685776,11.54446,19.190882,84.748489,0.05746,-0.00193,0.946031,0.27689,-0.243208,0.27043,go_up
42:38.3,32.90800043,-80.10042088,31.438,36.949,1019.034,250.749656,352.534571,12.280989,13.234508,19.727465,83.088112,0.204139,-0.180919,1.240661,0.006276,-0.030627,-0.05119,go_up
42:38.5,32.90800043,-80.10042088,31.544,36.551,1019.028,260.803298,352.37627,9.474333,14.625806,19.742197,81.945625,0.093099,0.164128,0.677234,0.17457,0.134001,0.826928,go_up
42:38.7,32.90800043,-80.10042088,31.491,36.673,1019.021,274.234175,351.210261,9.538135,15.986469,19.083349,81.505219,0.176986,0.166556,0.807855,-0.282968,-0.365381,0.390465,go_up
42:38.8,32.90800043,-80.10042088,31.473,36.149,1019.012,267.801851,348.953458,8.779766,17.612265,17.744417,81.002167,0.421371,0.367831,1.15756,-0.583208,0.746088,0.286007,go_up
42:39.0,32.90800043,-80.10042088,31.562,36.896,1019.016,266.890383,353.154142,9.451758,18.370495,16.413034,81.025978,0.124375,-0.058135,0.979905,-0.019685,0.463869,0.335793,go_up
42:39.2,32.90800043,-80.10042088,31.704,36.803,1019.008,267.074286,354.06075,10.613735,18.653503,16.733965,80.651062,0.155893,0.207588,0.579998,0.009025,0.219828,0.293949,go_up
42:39.3,32.90800043,-80.10042088,31.527,35.966,1019.002,269.015904,353.705635,11.314955,19.148489,16.966736,80.534286,0.127769,0.167284,1.036686,0.032849,-0.205334,0.39413,go_up
42:39.5,32.90800043,-80.10042088,31.527,34.92,1019.007,276.422814,356.766779,9.007099,19.395693,15.595343,81.298729,0.071522,-0.031118,1.113695,0.721294,0.129115,-0.441228,go_up
42:39.7,32.90800043,-80.10042088,31.544,36.159,1019.006,277.596418,356.261726,10.861741,19.209505,14.699289,81.747124,0.153953,0.178695,0.509814,0.106153,0.215247,0.314413,go_up
42:39.8,32.90799286,-80.10042088,31.598,36.122,1019.004,274.608538,354.974824,9.761235,19.711315,14.137178,81.713654,0.185714,0.292079,0.926535,-0.268002,-0.070638,0.545014,go_up
42:40.0,32.90799286,-80.10042088,31.562,37.185,1019.016,278.267081,355.95252,13.47316,20.380472,14.030272,81.367088,0.26669,0.364189,1.322055,-0.691637,0.912855,0.550207,go_up
42:40.2,32.90799286,-80.10042088,31.58,35.863,1019.024,282.548544,358.719077,12.303881,20.181452,14.034143,81.807533,0.15759,-0.002653,0.825401,0.09699,-0.056283,-0.043249,go_up
42:40.4,32.9079813,-80.10043325,31.598,36.727,1019.025,278.967537,0.05772,11.014631,19.675415,14.67204,81.854637,0.163893,0.216085,0.67041,-0.328783,0.137361,0.059682,go_up
42:40.5,32.9079813,-80.10043325,31.562,36.647,1019.029,277.6494,358.949391,8.262137,19.30892,14.69159,81.934158,0.14765,0.210501,1.174131,-0.271973,-0.370268,0.260046,go_up
42:40.7,32.9079813,-80.10043325,31.562,36.69,1019.037,280.802263,357.5694,11.235223,19.440756,13.268513,82.60099,-0.026905,0.104158,0.84709,0.615004,0.014272,-0.031643,go_up
42:40.8,32.9079813,-80.10043325,31.704,35.431,1019.052,282.292678,357.822819,12.42844,19.709799,12.792299,83.069122,0.136739,0.241336,0.538083,-0.108261,0.341085,0.411846,go_up
42:41.0,32.9079813,-80.10043325,31.527,36.484,1019.057,290.839916,358.732466,11.217399,20.628538,11.329835,83.069336,0.217232,0.180395,1.054233,-0.370322,-0.228853,0.228891,go_up
42:41.2,32.9079813,-80.10043325,31.562,36.614,1019.066,289.077843,0.020486,11.471625,21.24704,10.717166,83.034554,0.25578,0.058513,1.452433,-0.332448,0.745172,0.136345,go_up
42:41.3,32.90797374,-80.10043325,31.491,36.155,1019.065,293.613696,1.821809,12.259158,20.803795,12.514441,82.138222,0.14474,0.102216,0.685032,0.253982,-0.044677,-0.11075,go_up
42:41.5,32.90797374,-80.10043325,31.615,35.803,1019.052,287.239736,359.890281,11.652192,20.387516,14.046962,82.070572,0.197109,0.216085,0.740351,-0.080883,-0.03591,0.030842,go_up
42:41.7,32.90797374,-80.10043325,31.544,36.982,1019.053,289.209966,357.378305,10.187656,20.916401,14.266634,81.270973,0.266206,0.136449,1.286963,-0.972746,0.256695,1.030523,go_up
42:41.9,32.90797374,-80.10043325,31.562,36.414,1019.04,296.215391,359.118695,9.86455,21.493687,13.086739,81.47364,0.027881,0.127952,0.766914,0.084356,0.146739,0.160651,go_up
42:42.0,32.90797374,-80.10043325,31.491,36.607,1019.041,298.337899,0.260495,9.60218,21.613672,12.679222,81.671051,0.168985,0.2139,0.644091,-0.132501,0.079544,0.195776,go_up
42:42.2,32.90797374,-80.10043325,31.473,34.671,1019.037,300.264894,359.863096,7.388322,21.647371,11.394439,82.115845,0.254326,0.174325,1.130022,0.111539,-0.346229,-0.599571,go_up
42:42.4,32.90797374,-80.10043325,31.509,36.305,1019.038,301.355456,359.685401,10.829114,21.643702,10.568153,82.699364,0.323423,0.112656,0.913863,0.39437,-0.040491,-0.029633,go_up
42:42.5,32.90797374,-80.10043325,31.456,37.607,1019.023,288.150344,359.585973,12.257733,22.003401,11.250618,81.911011,0.163651,0.237208,0.505671,0.085578,0.258527,-0.093774,go_up
42:42.7,32.90797374,-80.10043325,31.438,36.597,1019.038,274.8921,359.682809,10.000519,22.069269,11.865921,81.756989,0.229839,0.10343,1.0903,-0.04589,-0.100771,0.142636,go_up
42:42.9,32.90796218,-80.10044561,31.385,36.673,1019.042,283.739114,357.932328,5.318535,22.070009,11.390371,81.545601,0.176016,-0.148836,1.2894,0.477927,-0.096801,-0.524734,go_up
42:43.0,32.90796218,-80.10044561,31.42,36.358,1019.045,287.823089,357.247236,6.484045,22.591206,11.190923,81.439445,0.146195,0.156358,0.474965,0.068036,0.147545,0.163711,go_up
42:43.2,32.90796218,-80.10044561,31.314,36.547,1019.043,287.175683,357.671161,5.239202,22.564722,11.33343,81.429588,0.211898,0.252504,0.749855,-0.273438,0.045225,0.101097,go_up
42:43.4,32.90795545,-80.10045615,31.349,36.59,1019.045,281.256778,359.24387,6.753448,22.267155,10.987455,81.26825,0.295299,0.348407,1.30524,-0.962494,0.969464,0.345138,go_up
42:43.5,32.90795545,-80.10045615,31.314,36.806,1019.049,283.938604,2.729231,6.781206,20.764742,11.094328,82.675499,0.119283,-0.04728,0.904115,0.011836,0.081572,0.098348,go_up
42:43.7,32.90795545,-80.10045615,31.314,36.607,1019.043,281.41784,1.356789,7.4592,19.833588,11.836293,83.009827,0.196381,0.202732,0.597057,0.075366,-0.025635,-0.136224,go_up
42:43.9,32.90795545,-80.10045615,31.278,36.086,1019.042,273.628775,358.932564,7.404726,20.004353,12.595959,82.742546,0.169712,0.159515,1.035955,0.016418,-0.243103,0.314289,go_up
42:44.0,32.90795545,-80.10045615,31.26,36.84,1019.052,277.601254,358.065204,10.477301,20.775026,11.456081,82.46711,0.016001,0.069681,0.906796,0.636141,0.099898,-0.440435,go_up
42:44.2,32.90795545,-80.10045615,31.296,36.301,1019.061,278.50805,358.109479,11.608754,21.809582,11.138017,82.357689,0.169712,0.175296,0.581461,-0.062078,0.114559,0.314289,go_up
42:44.4,32.90795062,-80.10045798,31.278,36.793,1019.058,274.220692,356.542442,8.91934,21.822971,10.574693,82.406776,0.267903,0.173597,1.016947,-0.190055,-0.300219,-0.036653,go_up
42:44.5,32.90795062,-80.10045798,31.385,36.561,1019.063,284.991436,0.196018,4.491681,22.220259,10.137197,81.847099,0.306452,-0.254976,1.51945,0.345063,0.024151,-0.556499,go_up
42:44.7,32.90795062,-80.10045798,31.314,36.8,1019.068,282.913822,359.774798,4.124014,21.866909,10.397697,81.883057,0.178925,0.125038,0.506158,0.255572,-0.101688,-0.525345,go_up
42:44.9,32.90795062,-80.10045798,31.331,36.856,1019.073,271.431489,358.329132,2.925506,21.550886,12.089873,81.564903,0.230324,0.229196,0.782511,-0.196123,0.018886,0.118625,go_up
42:45.0,32.90795062,-80.10045798,31.331,36.534,1019.076,262.133395,355.179525,358.053396,21.448584,12.754307,80.877029,0.345485,-0.02171,1.397601,-1.132885,0.443437,0.504386,go_up
42:45.2,32.90795062,-80.10045798,31.331,37.152,1019.079,267.539114,356.955504,356.139344,20.959532,12.62602,81.50753,0.076855,-0.027982,0.739376,0.145961,-0.22149,-0.155959,go_up
42:45.4,32.90795062,-80.10045798,31.243,36.747,1019.067,265.33618,354.346791,356.339863,20.636431,13.268641,81.897995,0.21311,0.2678,0.619965,-0.209562,-0.331445,-0.06097,go_up
42:45.6,32.90795062,-80.10045798,31.207,36.624,1019.074,251.181911,347.773751,357.258977,21.594189,13.255264,80.510475,0.407794,0.362247,1.070804,-0.158555,-0.010741,-0.462919,go_up
42:45.7,32.90795062,-80.10045798,31.172,36.859,1019.071,236.504866,345.951891,1.599653,21.728539,14.15251,79.810257,0.305482,0.132079,0.709645,-0.241022,0.305687,-0.397862,go_up
42:45.9,32.90793906,-80.10047035,31.207,36.72,1019.062,225.040735,344.328951,3.112286,20.457617,15.786275,80.138588,0.184986,0.228953,0.664805,0.060745,-0.062359,-0.413134,go_up
42:46.1,32.90793906,-80.10047035,31.189,37.099,1019.063,221.754512,342.566975,6.922991,19.762609,17.4123,79.676147,0.23493,0.293293,1.033762,0.314865,-0.247451,0.408786,go_up
42:46.2,32.90793906,-80.10047035,31.172,36.497,1019.052,227.837315,342.422547,9.943559,20.446589,18.170652,79.081993,0.147892,0.267072,0.755704,-0.231859,0.410145,0.022719,go_up
42:46.4,32.90793233,-80.10048089,31.101,36.962,1019.051,236.300411,344.142234,8.599078,20.537849,17.809372,79.1306,0.148619,0.232595,0.615335,-0.181768,0.067755,0.269814,go_up
42:46.6,32.90793233,-80.10048089,31.154,36.849,1019.051,249.236277,344.449398,6.315426,20.737415,16.784655,79.505257,0.350819,0.069681,1.071291,-0.056473,-0.184262,-0.262791,go_up
42:46.8,32.90793233,-80.10048089,31.118,36.989,1019.052,247.37447,347.015584,7.016508,20.710419,16.011227,80.648178,0.2696,0.239636,0.995014,0.290193,0.584512,-0.132676,go_up
42:46.9,32.90793233,-80.10048089,31.172,36.65,1019.04,241.87319,350.421192,9.35594,19.241873,15.627482,81.557236,0.116859,0.187921,0.495192,0.145723,0.33589,-0.676957,go_up
42:47.1,32.90793233,-80.10048089,31.225,37.836,1019.046,257.647027,351.639801,11.87183,17.198507,16.373913,82.140038,0.193472,0.141548,0.903872,0.467344,0.026181,0.424127,go_up
42:47.3,32.90793233,-80.10048089,31.225,36.484,1019.022,265.166191,351.076561,5.881727,17.255594,15.698049,83.18515,0.043398,0.062155,1.077627,0.241018,-0.323539,-0.439942,go_up
42:47.4,32.90792077,-80.10049325,31.083,36.886,1019.014,269.115536,349.373361,6.258302,17.767166,14.161878,83.901825,0.059884,0.082064,0.719637,0.477117,-0.296356,0.028592,go_up
42:47.6,32.90792077,-80.10049325,31.118,36.796,1019.012,277.484341,348.649069,7.926376,19.002069,13.697832,83.386826,0.083159,0.18865,0.843922,0.119761,-0.187622,0.291264,go_up
42:47.8,32.90792077,-80.10049325,31.065,38.175,1019.016,278.450758,350.831306,10.236039,20.011803,13.851816,82.759422,0.333606,0.258088,1.111989,-0.210411,0.90094,-0.182767,go_up
42:47.9,32.90792077,-80.10049325,31.083,36.756,1019.015,272.75395,352.248332,7.005774,18.312565,14.398345,83.906387,0.174319,0.043217,0.767889,0.056231,-0.303686,-0.34709,go_up
42:48.1,32.90792077,-80.10049325,31.136,37.431,1019.008,272.330062,351.559384,6.648928,17.069023,15.149898,84.154495,0.176016,0.189378,0.781048,-0.001017,-0.078522,-0.064775,go_up
42:48.3,32.90792077,-80.10049325,31.136,36.969,1019.005,274.212018,349.857193,6.333433,17.15295,15.626856,83.57061,0.094554,0.273627,1.076653,-0.712064,-0.035761,0.697585,go_up
42:48.5,32.90792077,-80.10049325,31.047,36.853,1019.016,284.99076,350.327064,3.632403,17.584494,15.172182,84.17585,-0.000741,0.002428,0.837586,-0.15862,0.287387,0.295941,go_up
42:48.6,32.90792077,-80.10049325,31.065,36.903,1019.027,292.259092,351.576178,2.248042,17.799704,13.651063,84.315971,0.118798,0.197633,0.69941,0.009761,-0.029769,0.123756,go_up
42:48.8,32.90792077,-80.10049325,31.136,37.002,1019.033,301.268282,350.939129,2.93528,18.636789,12.543867,84.380554,0.185714,0.199333,1.071535,0.216539,-0.204782,-0.30385,go_up
42:49.0,32.90792077,-80.10049325,31.118,36.816,1019.024,294.493438,348.474655,5.902315,18.915779,11.642056,84.859886,0.251174,0.133293,0.693318,0.10078,0.413108,-0.059198,go_up
42:49.1,32.90792077,-80.10049325,31.065,36.972,1019.02,287.396995,348.716192,9.621074,18.091625,11.593814,85.189316,0.051641,0.178695,0.5432,0.217761,-0.005945,0.114899,go_up
42:49.3,32.90792161,-80.10050379,31.047,37.477,1019.01,300.147196,349.419427,9.655311,18.077425,11.842995,85.114052,0.168015,0.082064,1.03035,-0.035443,0.130583,0.351914,go_up
42:49.5,32.90792161,-80.10050379,31.012,37.079,1019.023,303.93108,349.82966,8.432328,18.315798,9.851843,85.627914,0.048732,0.012382,1.173888,0.721114,-0.339172,-0.374404,go_up
42:49.6,32.90792161,-80.10050379,31.118,36.979,1019.02,305.50637,348.587269,11.496293,18.848122,9.907982,85.023216,0.096251,0.117026,0.485444,0.176527,-0.045346,0.086799,go_up
42:49.8,32.90792161,-80.10050379,30.905,37.892,1019.017,315.8921,348.168303,10.16412,19.690025,10.655118,83.892693,0.173349,0.180638,1.020846,-0.169833,-0.197452,0.148191,go_up
42:50.0,32.90791761,-80.10051616,30.799,34.265,1019.024,324.173544,354.153592,5.591268,20.405176,11.18052,82.689087,0.150559,-0.172477,1.592559,0.246472,0.108592,-0.121201,go_up
42:50.2,32.90791761,-80.10051616,30.888,36.962,1019.025,323.634362,356.483003,5.278425,20.13899,11.421357,82.782936,0.129466,0.102701,0.57683,0.143846,-0.021522,-0.086381,go_up
42:50.3,32.90791761,-80.10051616,30.834,37.172,1019.028,323.840736,356.041902,4.713541,19.585802,12.488764,82.88121,0.14377,0.159758,0.816141,0.044373,0.168025,0.117582,go_up
42:50.5,32.90790605,-80.10052853,30.941,36.703,1019.035,336.365997,357.430345,5.491762,19.631964,13.049982,83.376801,0.130678,0.145676,1.438055,-0.983102,0.044936,0.930033,go_up
42:50.7,32.90790605,-80.10052853,31.047,35.896,1019.034,341.354625,358.123394,5.454471,19.483175,12.190506,83.851257,0.056975,0.126495,0.700872,0.121953,0.197041,0.424848,go_up
42:50.8,32.90790605,-80.10052853,30.852,36.929,1019.049,347.166176,358.756877,5.950635,19.798389,11.283738,83.974998,0.081947,0.223126,0.683813,-0.160408,-0.10741,0.160073,go_up
42:51.0,32.90790605,-80.10052853,30.763,36.933,1019.044,350.535538,355.874124,8.227812,20.45447,10.12813,83.945015,0.297966,0.343066,1.077627,0.309958,-0.345036,-0.101988,go_up
42:51.2,32.90790605,-80.10052853,30.71,36.989,1019.049,333.428631,354.858336,9.707674,21.196529,9.932987,83.07869,0.204382,0.069924,0.836124,-0.080996,0.449089,-0.51249,go_up
42:51.3,32.90790605,-80.10052853,30.692,37.148,1019.054,328.056892,358.378758,10.484831,21.291395,10.996663,82.523689,0.064976,0.28868,0.65457,-0.016872,0.105506,-0.092166,go_up
42:51.5,32.90790605,-80.10052853,30.604,36.537,1019.051,337.364398,0.955071,11.208848,20.60803,12.098542,83.030838,0.172379,0.232595,1.117837,-0.231591,0.075574,0.357431,go_up
42:51.7,32.90790605,-80.10052853,30.692,37.268,1019.047,339.113529,359.692713,14.526166,20.305183,11.272786,83.575424,-0.077013,0.16607,0.875115,0.373776,0.086569,0.183639,go_up
42:51.9,32.90790689,-80.10053906,30.639,36.876,1019.049,340.704007,358.481843,15.313911,20.681408,10.21841,83.156563,0.061096,0.178695,0.521999,-0.134911,-0.093541,-0.149414,go_up
42:52.0,32.90790689,-80.10053906,30.639,36.604,1019.041,346.58973,357.638388,13.548081,21.267385,9.595723,83.509453,0.194442,0.147375,0.995989,-0.066578,-0.037915,-0.130086,go_up
42:52.2,32.90790689,-80.10053906,30.781,36.896,1019.057,354.080245,1.25071,7.490364,21.487242,8.787762,83.487511,0.251416,-0.126644,1.25382,0.294443,-0.216898,-0.615113,go_up
42:52.4,32.9079029,-80.10055143,30.799,37.035,1019.053,345.843418,2.218351,5.578644,20.363483,7.718215,84.027115,0.181592,0.057299,0.622402,0.293527,0.09953,-0.408335,go_up
42:52.5,32.9079029,-80.10055143,30.692,36.67,1019.043,339.406816,0.859873,4.409452,19.540163,7.688973,84.254509,0.189835,0.14689,0.767158,0.16158,0.211013,0.373573,go_up
42:52.7,32.9079029,-80.10055143,30.621,37.351,1019.053,346.860549,1.376702,0.090437,19.815247,7.144798,84.483208,0.163651,-0.166928,1.508727,-0.324058,0.291953,0.311875,go_up
42:52.9,32.9079029,-80.10055143,30.604,36.873,1019.067,347.492658,2.563018,358.586961,19.430775,6.354705,84.592682,-0.011354,0.072109,0.664561,0.086138,-0.032111,-0.030209,go_up
42:53.0,32.9079029,-80.10055143,30.55,36.826,1019.076,349.587494,2.552703,359.974303,19.272247,6.673041,84.379745,0.062551,0.198604,0.724998,-0.040219,-0.070016,0.058777,go_up
42:53.2,32.9079029,-80.10055143,30.444,36.717,1019.078,353.529688,2.21185,2.697844,19.674948,6.693156,84.485336,0.221111,0.292808,1.171938,-0.318773,0.585137,0.607945,go_up
42:53.4,32.90789134,-80.1005638,30.533,37.055,1019.065,0.425265,3.696553,3.686312,19.589472,6.666744,84.532242,0.103282,-0.026052,0.986729,-0.225922,0.379276,-0.113487,go_up
42:53.6,32.90789134,-80.1005638,30.497,37.902,1019.07,357.502874,6.359179,5.543536,19.203695,6.945337,85.02269,-0.011108,0.308832,0.62094,0.081954,-0.022979,0.085044,go_up
42:53.7,32.90789134,-80.1005638,30.408,36.756,1019.083,4.645809,7.553866,9.366275,18.88763,7.78093,85.004539,0.032488,0.213657,1.133922,0.266436,-0.138738,0.534335,go_up
42:53.9,32.90789134,-80.1005638,30.337,37.109,1019.088,5.833562,6.731869,13.557651,19.147264,6.706436,85.104866,-0.075779,0.133293,0.84246,0.226424,0.041162,0.055112,go_up
42:54.1,32.90789134,-80.1005638,30.462,36.57,1019.073,9.084271,4.924433,15.392583,19.483793,5.602565,84.981178,0.120981,0.11387,0.531015,0.036139,0.078119,0.427434,go_up
42:54.2,32.90789134,-80.1005638,30.479,36.946,1019.065,18.493007,0.645504,13.587855,19.893745,4.208328,84.290756,0.202442,0.146647,1.003056,-0.403073,-0.361093,-0.099132,go_up
42:54.4,32.90789134,-80.1005638,30.533,36.617,1019.066,22.977562,359.207545,7.59082,20.554745,2.149003,83.961349,0.267903,-0.16524,1.595483,0.468021,0.59766,0.285408,go_up
42:54.6,32.90789134,-80.1005638,30.533,36.534,1019.075,19.104562,2.482888,7.719985,20.777361,2.02371,83.725655,0.093584,-0.012544,0.784704,0.374559,-0.007402,-0.375854,go_up
42:54.7,32.90789134,-80.1005638,30.337,36.986,1019.066,18.007005,2.297788,8.399956,20.899319,3.648578,84.261665,0.089705,0.270714,0.684788,-0.148953,0.132181,0.484855,go_up
42:54.9,32.90789134,-80.1005638,30.479,36.886,1019.064,28.266314,4.403541,10.472214,21.715935,3.617271,84.392311,0.03467,0.330926,1.176081,0.017813,0.256797,1.175133,go_up
42:55.1,32.90789134,-80.1005638,30.462,36.667,1019.058,33.786805,4.250313,16.719149,21.903387,1.286565,85.284744,0.064491,0.202975,0.613629,-0.027391,0.584527,0.485466,go_up
42:55.3,32.90789134,-80.1005638,30.479,36.727,1019.051,41.98993,3.528662,18.075421,20.2882,-0.995787,86.394714,0.178198,0.153931,0.629713,-0.184994,0.080563,0.67514,go_up
42:55.4,32.90788818,-80.1005867,30.391,36.972,1019.063,46.251893,0.818031,16.583424,18.757374,-3.602736,87.407524,0.222808,0.173597,1.019384,-0.021893,-0.146374,-0.745427,go_up
42:55.6,32.90788818,-80.1005867,30.355,37.055,1019.059,45.490918,4.751039,12.862273,18.160521,-4.669146,86.945023,0.169712,-0.172718,1.165115,0.361731,-0.099337,-1.014208,go_up
42:55.8,32.90788818,-80.1005867,30.178,36.551,1019.052,36.368053,4.548886,11.025624,18.214254,-3.639457,87.549133,0.040246,0.108285,0.613872,0.082565,-0.212958,-0.425945,go_up
