DateTime, Latitude, Longitude, Temp, Humidity, Pressure, Yaw, Pitch, Roll, MagX, MagY, MagZ, AccX, AccY, AccZ, GyroX, GyroY, GyroZ, State
42:55.9,32.90788818,-80.1005867,30.195,37.251,1019.06,36.361219,2.914861,9.089238,18.788807,-2.349843,86.990372,0.065218,0.208559,0.901435,-0.308389,0.191129,0.326947,go_up
42:56.1,32.90788818,-80.1005867,30.142,36.703,1019.064,39.555746,5.084278,1.076242,19.431231,-3.902921,86.718369,-0.060722,-0.09239,1.422459,0.509865,-0.073681,-0.446103,go_up
42:56.3,32.90788818,-80.1005867,30.142,36.873,1019.075,39.583921,5.057759,1.452216,19.531412,-5.742284,86.043571,0.020608,-0.041732,0.676746,0.11769,-0.175084,0.383452,go_up
42:56.4,32.90788986,-80.10060778,30.107,36.607,1019.074,41.22832,6.570546,4.955237,19.102976,-7.188024,85.692955,0.185229,0.28601,0.681133,0.113719,0.488926,0.348327,go_up
42:56.6,32.90788986,-80.10060778,30.178,36.737,1019.077,48.300069,7.581158,4.655954,18.465319,-7.44038,86.133514,0.306209,-0.304427,2.019272,-0.075038,0.823986,0.988208,go_up
42:56.8,32.90788986,-80.10060778,30.036,36.843,1019.072,46.370363,11.734087,1.332931,18.393873,-7.202113,86.12851,0.052853,0.036176,0.841241,0.076762,0.025279,-0.416171,go_up
42:56.9,32.90788986,-80.10060778,30,37.039,1019.073,44.488652,10.855571,3.012528,19.112848,-5.365125,86.468697,0.152256,0.239151,0.530772,-0.384441,0.147452,0.008686,go_up
42:57.1,32.90788986,-80.10060778,29.805,36.986,1019.075,47.547419,8.694187,4.45007,20.149744,-4.982933,86.334053,0.038549,0.226768,1.12198,-0.799524,0.019476,1.396572,go_up
42:57.3,32.90788986,-80.10060778,29.947,36.544,1019.068,48.96535,7.554606,6.047022,20.120111,-7.016065,86.110588,0.017699,0.011411,0.732065,-0.166668,-0.078873,0.359933,go_up
42:57.4,32.90788986,-80.10060778,30.018,36.404,1019.064,51.326235,3.044934,8.700012,20.537214,-8.317055,85.458412,0.176501,0.159272,0.566839,0.471075,-0.143319,0.353519,go_up
42:57.6,32.90788986,-80.10060778,29.947,36.654,1019.068,55.887265,358.647773,12.717963,21.235832,-8.938949,84.732697,0.253356,0.132808,0.978199,0.516585,0.12485,-0.09058,go_up
42:57.8,32.90788986,-80.10060778,30.107,37.613,1019.062,57.281702,0.948497,13.15691,21.271788,-8.243434,85.22126,0.284147,-0.00796,0.998182,0.658306,0.07537,-0.866989,go_up
42:57.9,32.9078907,-80.10061832,30.036,36.534,1019.072,55.835075,0.30428,15.652915,20.279482,-6.480319,86.360329,0.184744,0.204431,0.546125,0.122743,-0.068719,0.086875,go_up
42:58.1,32.9078907,-80.10061832,30.053,36.8,1019.079,59.892208,356.699541,14.506137,20.447561,-5.460319,86.448273,0.308876,0.134021,0.883645,-0.045855,-0.267556,0.020597,go_up
42:58.3,32.9078907,-80.10061832,29.965,36.929,1019.073,66.476606,354.648981,8.427291,20.864489,-5.723588,86.230217,0.214565,-0.019298,1.473148,-0.642976,1.009458,0.540137,go_up
42:58.4,32.90789154,-80.10062885,30.16,37.006,1019.067,68.311263,357.316803,3.64573,19.899128,-7.028266,86.401421,0.120011,0.09736,0.677234,0.017369,0.453571,0.133301,go_up
42:58.6,32.90789154,-80.10062885,29.982,36.76,1019.063,70.060228,358.1984,7.221793,18.077469,-7.997719,86.549477,0.083886,0.139849,0.696729,0.274543,0.055287,0.091152,go_up
42:58.8,32.90789154,-80.10062885,30.036,36.823,1019.053,70.42033,357.849757,7.744993,17.14216,-8.321963,87.162529,0.268388,0.257117,1.14172,-0.274014,0.703415,0.152543,go_up
42:58.9,32.90789154,-80.10062885,29.929,36.673,1019.051,69.492401,358.578517,7.569106,15.619097,-9.339408,87.387711,0.130436,0.135478,0.762771,-0.244998,0.487474,-0.049042,go_up
42:59.1,32.90789154,-80.10062885,30.018,36.285,1019.065,67.799251,359.927244,12.202126,15.387102,-10.225515,87.60466,0.083886,0.13305,0.682839,0.368006,0.193648,-0.250933,go_up
42:59.3,32.90789154,-80.10062885,29.911,36.766,1019.061,67.90878,359.019715,12.424276,15.330861,-9.644734,88.021919,0.123405,-0.019298,1.029375,-0.128628,0.049178,-0.03316,go_up
42:59.4,32.90789238,-80.10063939,29.965,36.487,1019.069,70.0749,3.592239,8.58733,15.498734,-10.6131,87.372406,-0.174019,-0.074298,1.178762,0.026838,-0.039398,0.239592,go_up
42:59.6,32.90789238,-80.10063939,30.142,36.976,1019.072,69.721342,3.573179,8.876303,14.248063,-12.867412,86.597931,0.034185,0.158058,0.594864,0.311195,0.103545,0.545635,go_up
42:59.8,32.90789238,-80.10063939,29.965,36.972,1019.083,75.082904,359.067136,11.188955,13.234699,-14.189681,86.547073,0.080734,0.170683,0.869023,0.116329,-0.251673,0.584731,go_up
43:00.0,32.90789238,-80.10063939,29.858,37.381,1019.1,83.380436,3.715879,11.185364,12.941576,-14.72911,86.577034,0.090917,-0.368111,1.999776,-0.410542,0.824977,1.04288,go_up
43:00.1,32.90789238,-80.10063939,29.911,36.78,1019.1,82.762174,8.214565,8.348682,11.731453,-15.285419,87.365852,0.107646,-0.019539,0.809074,-0.058684,0.208919,-0.073477,go_up
43:00.3,32.90789238,-80.10063939,30.036,37.009,1019.108,81.579506,9.312849,9.757832,11.855856,-15.197712,87.88504,0.133345,0.137421,0.749124,0.195436,-0.248619,-0.268648,go_up
43:00.5,32.90789238,-80.10063939,29.84,36.59,1019.104,81.766175,6.775687,11.096587,13.007198,-14.554805,88.620049,0.151529,0.210258,1.008417,-0.828068,-0.045812,0.898104,go_up
43:00.6,32.90789238,-80.10063939,29.769,37.866,1019.11,79.992539,3.494228,12.837877,12.848197,-14.886821,89.463997,0.002182,0.137421,0.600956,0.214679,0.122787,0.118335,go_up
43:00.8,32.90790162,-80.10066047,29.752,36.833,1019.114,82.222849,1.321148,14.6604,12.144203,-15.665075,88.648758,0.081947,0.066525,0.714519,0.121827,0.019856,0.29121,go_up
43:01.0,32.90790162,-80.10066047,29.627,36.471,1019.12,85.013275,2.598157,13.919721,11.77428,-16.297525,88.198029,0.126314,0.141305,1.123199,0.121522,0.249847,-0.084472,go_up
43:01.1,32.90790162,-80.10066047,29.769,36.428,1019.119,85.443044,1.396622,12.869384,10.410881,-16.757946,88.518761,0.320271,-0.007478,0.971376,0.633427,0.156385,-0.769252,go_up
43:01.3,32.90790162,-80.10066047,29.663,37.414,1019.124,81.870623,0.690697,15.118081,9.716475,-15.578513,88.908516,0.120738,0.173839,0.550999,0.280347,0.046735,-0.666932,go_up
43:01.5,32.90791002,-80.10067101,29.61,36.846,1019.123,81.555689,358.675246,15.470708,11.177911,-13.994242,89.682968,0.12389,0.025736,0.992334,0.177581,-0.005479,0.044475,go_up
43:01.6,32.90791002,-80.10067101,29.468,36.66,1019.134,87.704492,358.672217,8.049001,12.52266,-13.078707,89.766548,0.056975,-0.090701,1.495324,-0.756432,0.086456,0.778429,go_up
43:01.8,32.90791002,-80.10067101,29.681,36.936,1019.143,88.769045,359.522954,6.304806,11.908589,-13.530968,89.073654,0.073461,0.073566,0.584872,0.076177,-0.018613,0.308368,go_up
43:02.0,32.90791002,-80.10067101,29.574,37.055,1019.155,90.377712,357.580616,5.836815,11.410535,-14.083304,88.815895,0.131648,0.134021,0.854645,-0.180692,-0.087946,0.123276,go_up
43:02.1,32.90791002,-80.10067101,29.503,37.016,1019.161,86.783127,354.099761,8.963475,12.283352,-15.055794,88.34375,0.177713,0.20953,0.956998,0.430174,-0.258988,-0.286004,go_up
43:02.3,32.90791002,-80.10067101,29.556,37.182,1019.168,79.32484,353.39911,15.407616,13.356753,-15.063883,87.94001,0.172379,0.14082,0.809317,0.694984,0.521698,-0.437804,go_up
43:02.5,32.9079157,-80.10067972,29.681,37.165,1019.168,78.117946,354.355644,19.885891,14.375888,-13.936638,88.028679,0.162196,0.218028,0.450595,0.079842,0.305451,-0.055402,go_up
43:02.6,32.9079157,-80.10067972,29.645,36.849,1019.161,80.399694,355.740201,20.369668,14.697329,-12.829811,88.640991,0.121708,0.172383,1.097123,0.029751,0.525668,0.396028,go_up
43:02.8,32.9079157,-80.10067972,29.698,36.886,1019.17,82.793326,0.31529,14.889201,13.28145,-14.097034,88.884842,0.004122,-0.135569,1.25114,0.222479,0.073933,-0.770114,go_up
43:03.0,32.9079157,-80.10067972,29.734,36.145,1019.163,81.740562,0.550718,14.628518,11.700103,-14.131656,89.106895,0.04267,0.090319,0.565377,0.181857,-0.165831,0.548744,go_up
43:03.2,32.9079157,-80.10067972,29.823,35.949,1019.152,87.181067,357.710816,13.397385,11.178946,-14.093456,89.203377,0.139164,0.155144,0.817847,-0.319358,0.102033,0.521866,go_up
43:03.3,32.9079157,-80.10067972,29.769,37.175,1019.147,87.895034,355.839145,15.157433,10.346852,-15.179139,88.978622,0.278328,0.30082,1.230669,-0.519417,0.084013,0.184363,go_up
43:03.5,32.9079157,-80.10067972,29.752,37.381,1019.152,86.692436,357.716494,17.401338,9.60333,-15.16517,89.640327,0.112737,0.042731,0.815897,0.124741,0.221152,-0.193763,go_up
43:03.7,32.9079157,-80.10067972,29.752,36.866,1019.155,85.470692,359.907069,18.220882,9.556791,-14.188444,90.217224,0.147407,0.189135,0.605099,0.02181,-0.028387,-0.30097,go_up
43:03.8,32.90791654,-80.10069025,29.539,36.092,1019.164,87.052837,359.098411,17.502402,10.168011,-14.200881,90.781189,0.03564,0.101487,1.289644,-0.283928,-0.201261,0.479105,go_up
43:04.0,32.90791654,-80.10069025,29.663,36.929,1019.163,84.368928,359.524882,19.1482,9.951996,-14.831799,89.83474,-0.001234,0.14689,0.714275,0.196823,0.142045,-0.061816,go_up
43:04.2,32.90791654,-80.10069025,29.627,37.135,1019.164,85.039202,358.260671,20.110616,9.194839,-14.684068,89.599594,0.108616,0.148103,0.543931,0.107942,0.035754,0.276603,go_up
43:04.3,32.90791654,-80.10069025,29.556,37.112,1019.161,89.395449,356.810539,18.621657,8.404604,-15.052609,89.03241,0.183532,0.128194,1.031569,-0.177027,-0.03419,0.173673,go_up
43:04.5,32.90792494,-80.10070079,29.769,37.175,1019.165,90.242392,358.463709,14.799492,8.444237,-15.452468,88.725693,0.270812,-0.048245,1.549912,-0.252774,0.518338,0.227734,go_up
43:04.7,32.90792494,-80.10070079,29.716,37.029,1019.173,93.552944,0.014266,10.997264,7.761865,-15.844166,89.054466,0.152498,-0.028223,0.738889,0.061516,-0.242495,-0.658631,go_up
43:04.8,32.90792494,-80.10070079,29.734,37.285,1019.17,90.308065,359.1646,11.288896,8.565757,-15.392162,89.701935,0.144498,0.150046,0.803712,0.157117,0.082485,-0.422837,go_up
43:05.0,32.90792494,-80.10070079,29.574,37.165,1019.163,88.315008,356.660415,12.58206,10.180139,-14.545655,89.855591,0.093827,0.202003,1.131241,-0.6984,-0.040298,0.498958,go_up
43:05.2,32.90792494,-80.10070079,29.645,37.195,1019.161,86.649508,356.559536,13.325273,11.120212,-14.495795,89.514153,-0.092563,0.098331,0.635805,0.045023,0.028424,0.257667,go_up
43:05.4,32.90793902,-80.10072004,29.539,37.148,1019.169,87.468099,355.859936,13.014698,10.97399,-14.528748,88.897942,0.128254,0.141791,0.710864,-0.082953,-0.022889,0.3945,go_up
43:05.5,32.90793902,-80.10072004,29.539,36.972,1019.17,88.790171,353.31548,13.204025,11.027822,-15.191567,88.470589,0.211655,0.185008,1.060325,0.717586,-0.288921,-0.244159,go_up
43:05.7,32.90793902,-80.10072004,29.681,37.006,1019.171,85.993523,354.111689,18.241098,11.188252,-14.933253,88.409561,0.23493,0.135235,0.846359,0.484541,0.461222,-0.41795,go_up
43:05.9,32.90793902,-80.10072004,29.645,36.946,1019.178,84.233957,354.970858,20.323909,10.823153,-13.579649,89.071213,0.142801,0.206859,0.501284,-0.165726,0.108753,-0.249352,go_up
43:06.1,32.90793902,-80.10072004,29.645,36.989,1019.162,83.524621,356.474528,19.978549,12.073284,-12.543024,89.916779,0.08025,0.099059,1.085669,-0.030419,0.240089,-0.107936,go_up
43:06.2,32.90793902,-80.10072004,29.681,37.172,1019.17,83.864765,358.622088,14.207625,12.046308,-13.145635,90.250282,-0.041715,-0.088047,1.161216,0.650696,0.106004,-0.603348,go_up
43:06.4,32.90793902,-80.10072004,29.645,37.623,1019.166,83.062805,358.098017,15.59737,11.335591,-13.509694,90.121475,0.059399,0.137906,0.556604,0.167196,-0.110548,0.84593,go_up
43:06.6,32.90793902,-80.10072004,29.663,37.311,1019.167,90.253198,355.010094,15.749339,10.419783,-13.935555,89.471146,0.179895,0.198604,0.876578,-0.338295,0.0046,0.732309,go_up
43:06.7,32.90793902,-80.10072004,29.645,36.511,1019.161,91.179351,354.638984,16.836077,9.898815,-14.701671,89.133034,0.359547,0.27824,1.123686,-0.314777,0.732446,-0.037381,go_up
43:06.9,32.90793985,-80.10073058,29.645,37.401,1019.163,90.310865,0.273758,18.217872,8.860615,-14.980528,89.437279,0.132375,0.065554,0.862931,-0.135488,0.292623,-0.47751,go_up
43:07.1,32.90793985,-80.10073058,29.716,37.328,1019.156,87.202432,2.054945,16.235085,8.512379,-14.499817,89.953659,0.129709,0.150289,0.720368,-0.273238,-0.215311,-0.537985,go_up
43:07.3,32.90793985,-80.10073058,29.681,37.334,1019.158,85.793993,1.468334,15.023669,9.748487,-14.449621,90.19162,-0.015304,0.047345,1.211173,0.113792,-0.291277,-0.056347,go_up
43:07.4,32.90794826,-80.10074112,29.681,37.205,1019.161,83.882332,1.435233,16.090375,10.410977,-14.611917,89.84951,-0.095279,0.055599,0.958703,0.395706,0.022097,0.247864,go_up
43:07.6,32.90794826,-80.10074112,29.734,37.657,1019.17,83.714275,358.813633,17.482593,9.442728,-14.57525,90.107506,0.134315,0.11824,0.543688,0.211836,-0.385045,0.289097,go_up
43:07.7,32.90794826,-80.10074112,29.698,36.607,1019.182,87.358044,353.357271,16.634612,9.002023,-14.703289,90.305405,0.230809,0.13038,0.868536,-0.160792,-0.275089,0.349573,go_up
43:07.9,32.90794826,-80.10074112,29.645,37.394,1019.182,89.993568,356.941078,9.607249,9.974211,-15.358104,88.734962,0.264751,-0.159933,1.593777,-0.181867,0.470472,-0.208452,go_up
43:08.1,32.90794826,-80.10074112,29.716,37.633,1019.191,89.517914,0.172849,9.076712,10.292439,-15.690956,88.619499,0.142073,-0.002171,0.744007,0.294914,-0.167577,-0.657744,go_up
43:08.2,32.90794826,-80.10074112,29.681,37.261,1019.186,87.157715,0.347505,9.344425,10.784476,-14.347577,88.978828,0.134315,0.153445,0.763259,-0.14155,-0.191095,-0.313521,go_up
43:08.4,32.90795309,-80.10073929,29.734,38.168,1019.183,86.929942,357.80097,9.229733,12.2342,-13.011374,88.543991,0.083401,0.238422,1.081039,-0.658342,0.242925,1.072837,go_up
43:08.6,32.90795309,-80.10073929,29.521,37.255,1019.179,89.417066,358.587671,10.44816,12.074289,-13.437415,88.344971,0.011395,0.063126,0.823695,0.042321,0.259418,0.723728,go_up
43:08.8,32.90795309,-80.10073929,29.681,37.321,1019.172,93.8808,357.442113,11.2593,10.983491,-14.59668,88.611824,0.17747,0.138392,0.499091,0.063396,-0.009363,0.320251,go_up
43:08.9,32.90795309,-80.10073929,29.663,37.643,1019.164,95.910391,353.928333,11.137454,10.236347,-16.030401,87.805962,0.255538,0.16,1.124661,0.191677,-0.078696,-0.123848,go_up
43:09.1,32.90795309,-80.10073929,29.627,37.7,1019.146,95.425474,354.548307,12.1926,10.106977,-17.112482,87.588921,0.297239,0.040546,0.914351,0.577744,0.249644,-0.565198,go_up
43:09.3,32.90795309,-80.10073929,29.485,37.766,1019.131,93.387032,354.517174,15.358676,9.611083,-16.524986,88.533638,0.13383,0.146161,0.532965,0.314461,-0.042044,-0.364529,go_up
43:09.4,32.90795309,-80.10073929,29.592,37.537,1019.134,92.173294,352.05191,15.271053,10.398674,-15.096135,89.06871,0.27057,0.13305,0.899241,-0.056334,-0.081139,-0.040465,go_up
43:09.6,32.90795309,-80.10073929,29.556,37.942,1019.129,96.364516,352.539629,12.403366,11.406606,-14.286865,89.149536,0.117101,-0.0275,1.480215,-0.774406,0.613414,0.698988,go_up
43:09.8,32.90795309,-80.10073929,29.645,37.766,1019.122,98.924314,354.547073,9.733213,10.296826,-14.076263,89.422615,0.049944,0.116783,0.650183,0.104018,0.127471,0.385309,go_up
43:09.9,32.9079615,-80.10074983,29.539,37.776,1019.125,101.189983,355.068121,9.987829,9.005814,-14.438915,89.574402,0.145952,0.162671,0.709158,-0.169039,0.008658,0.2836,go_up
43:10.1,32.9079615,-80.10074983,29.556,37.035,1019.119,99.833583,354.247099,9.615116,8.452297,-15.601789,89.083153,0.183289,0.269257,1.073728,0.162967,-0.277227,-0.33368,go_up
43:10.3,32.9079615,-80.10074983,29.556,37.202,1019.132,93.151103,354.575217,13.29509,8.806334,-16.531281,89.009125,0.194442,0.098817,0.886082,0.241463,0.647012,-0.504111,go_up
43:10.4,32.90797473,-80.10075854,29.503,37.61,1019.145,88.655213,356.771149,18.232183,8.838078,-15.856346,88.909164,0.104737,0.216814,0.508108,0.211836,0.070355,-0.328182,go_up
43:10.6,32.90797473,-80.10075854,29.539,37.597,1019.147,88.154199,356.374256,18.465567,9.988301,-14.348389,89.515839,0.131163,0.092261,0.934577,-0.252422,0.053251,-0.014503,go_up
43:10.8,32.90797473,-80.10075854,29.61,37.743,1019.142,94.94105,1.333909,8.98367,10.742727,-14.5195,89.0327,0.027639,-0.281993,1.459988,-0.038008,0.629297,-0.04077,go_up
43:10.9,32.90797473,-80.10075854,29.681,36.856,1019.154,93.807409,2.546941,5.752421,8.668609,-15.950082,89.090004,0.043155,-0.008684,0.736208,0.120206,-0.32182,0.352322,go_up
43:11.1,32.90797473,-80.10075854,29.627,37.497,1019.155,96.061065,1.127148,4.92105,7.637042,-16.92444,88.557259,0.130678,0.174811,0.811754,-0.389256,-0.077169,0.310783,go_up
43:11.3,32.90797473,-80.10075854,29.539,38.095,1019.149,93.957619,359.142796,8.15784,7.42203,-17.54187,88.497841,0.210928,0.311503,1.259913,-0.877948,0.258502,0.100645,go_up
43:11.5,32.90797557,-80.10076907,29.485,37.58,1019.149,91.16302,1.093584,10.04543,7.254791,-16.738619,89.039253,0.048489,0.068225,0.827595,0.140976,0.23987,-0.092083,go_up
43:11.6,32.90797557,-80.10076907,29.574,37.989,1019.147,90.543235,1.401822,10.670525,8.090683,-15.637728,89.661232,0.17844,0.103915,0.637511,0.057441,-0.024287,-0.140818,go_up
43:11.8,32.90797557,-80.10076907,29.45,37.793,1019.154,90.991698,0.493074,9.743209,9.306253,-15.189786,89.986588,0.070067,0.045159,1.126123,-0.23669,-0.043529,0.023505,go_up
43:12.0,32.90797557,-80.10076907,29.503,37.301,1019.151,86.811677,2.688132,10.377817,9.186372,-15.663613,89.709221,-0.160196,0.11217,1.034249,0.134716,0.112852,0.309389,go_up
43:12.1,32.90797557,-80.10076907,29.343,37.102,1019.141,87.6252,0.254264,11.42836,8.43466,-16.259539,88.882591,0.136982,0.105858,0.542713,0.189694,-0.116527,0.301143,go_up
43:12.3,32.90797557,-80.10076907,29.45,37.846,1019.144,92.104445,357.592093,11.121921,8.181496,-16.660833,88.590942,0.20026,0.117754,1.013048,0.119839,-0.164118,0.029716,go_up
43:12.5,32.90797557,-80.10076907,29.361,37.769,1019.145,96.220099,0.654074,7.808207,8.657976,-16.210581,88.807129,0.261842,-0.244844,1.46608,0.253313,0.027693,-0.224709,go_up
43:12.7,32.90797557,-80.10076907,29.414,37.916,1019.142,98.255563,2.309525,5.484822,8.920077,-15.62788,89.232208,0.116374,0.041518,0.705746,-0.002334,-0.149152,-0.434847,go_up
43:12.8,32.90798881,-80.10077778,29.468,38.148,1019.132,96.001027,1.071349,5.00122,9.491148,-14.72197,89.590996,0.210928,0.139606,0.822477,-0.248207,-0.113417,-0.156903,go_up
43:13.0,32.90798881,-80.10077778,29.468,37.969,1019.119,95.396214,359.077177,6.336372,10.316232,-14.367018,89.417755,0.079037,0.179667,1.021333,-0.232936,0.087864,0.453046,go_up
43:13.2,32.90798881,-80.10077778,29.414,38.327,1019.116,94.442897,0.005952,8.424166,10.34815,-14.235373,89.352936,0.004122,0.114841,0.894855,-0.050287,0.140703,0.511383,go_up
43:13.3,32.90798881,-80.10077778,29.503,37.713,1019.107,95.83364,358.804535,9.876189,10.122333,-15.051657,88.804482,0.121223,0.134021,0.548562,0.243539,-0.088982,0.255736,go_up
43:13.5,32.90799805,-80.10079886,29.379,37.872,1019.117,98.691719,357.359457,9.034296,9.500633,-15.935663,88.656876,0.261842,0.078908,1.113938,0.071275,-0.116165,-0.366125,go_up
43:13.7,32.90799805,-80.10079886,29.414,37.467,1019.117,98.584294,0.742255,4.34472,9.918585,-15.798229,88.314323,0.240264,-0.153661,1.398576,0.138776,0.142231,-0.350547,go_up
43:13.8,32.90799805,-80.10079886,29.379,37.949,1019.122,96.771712,3.105384,2.359376,9.941485,-14.540399,88.977562,0.072249,0.072109,0.686494,0.117701,-0.18611,-0.566183,go_up
43:14.0,32.90799805,-80.10079886,29.397,37.73,1019.121,92.012791,2.742882,1.551575,10.771603,-13.537986,89.407661,0.155408,0.174811,0.866586,-0.320595,-0.009569,-0.10895,go_up
43:14.2,32.90799805,-80.10079886,29.45,38.135,1019.121,91.749631,359.46402,1.949731,12.339746,-13.132813,89.316269,0.11007,0.189135,1.084451,-0.793404,-0.020871,0.580717,go_up
43:14.3,32.90799805,-80.10079886,29.397,37.6,1019.122,91.823199,358.809689,3.669418,12.559002,-13.346537,89.653915,-0.038013,0.064583,0.770813,0.135111,0.203012,0.56178,go_up
43:14.5,32.90800646,-80.1008094,29.397,37.288,1019.123,92.793844,357.783765,6.469679,12.423354,-13.587098,89.254143,0.120253,0.162428,0.613872,0.154658,-0.22154,0.294832,go_up
43:14.7,32.90800646,-80.1008094,29.184,38.105,1019.128,93.415445,354.907593,6.822468,13.012444,-14.037453,88.729248,0.232263,0.165342,1.125879,0.283856,-0.167784,-0.336803,go_up
43:14.8,32.90800646,-80.1008094,29.148,38.009,1019.13,97.511701,355.311496,2.55406,13.418931,-14.123473,88.58931,0.356153,-0.090942,0.977224,0.382206,-0.15129,-0.83252,go_up
43:15.0,32.90800646,-80.1008094,29.272,38.082,1019.136,98.485877,354.420915,3.331065,13.486171,-13.128264,89.079056,0.162681,0.141062,0.612166,0.029386,-0.007319,-0.256709,go_up
43:15.2,32.90800646,-80.1008094,29.201,37.813,1019.129,98.554767,354.440541,3.579118,14.230211,-12.512999,89.724884,0.200745,0.131108,0.935552,-0.157845,0.054989,0.129968,go_up
43:15.3,32.90800646,-80.1008094,29.219,37.73,1019.139,101.675453,354.394094,2.353309,14.675532,-11.761695,89.787392,0.154438,0.117754,1.254308,-0.953497,0.374777,0.830631,go_up
43:15.5,32.90800646,-80.1008094,29.219,38.048,1019.14,103.356581,356.266555,2.493438,13.708212,-11.881053,89.909241,-0.015057,0.104644,0.758141,0.237385,0.073315,0.668752,go_up
43:15.6,32.90800646,-80.1008094,29.237,37.995,1019.136,104.978027,356.31481,3.674226,12.466558,-12.3105,89.864616,0.215777,0.212201,0.629713,-0.092177,-0.10689,0.251531,go_up
43:15.8,32.90800646,-80.1008094,29.255,38.191,1019.142,104.131138,353.471471,4.341818,12.430899,-13.421877,89.590836,0.338697,0.233324,1.005737,0.343065,-0.142931,-0.593907,go_up
43:16.0,32.90801213,-80.10081811,29.095,37.853,1019.136,94.803169,352.002491,9.901633,12.399684,-13.900745,89.260078,0.20317,0.239879,0.719149,0.191876,0.272762,-0.465931,go_up
43:16.2,32.90801213,-80.10081811,29.272,38.444,1019.139,90.071016,353.329555,12.601792,13.143102,-13.311352,89.246964,0.144498,0.167527,0.54052,-0.098285,0.141426,-0.457379,go_up
43:16.3,32.90801213,-80.10081811,29.166,38.447,1019.127,89.834446,353.051941,10.399439,14.529026,-13.349892,89.05777,0.178683,0.087648,1.101266,-0.060898,0.067878,0.136192,go_up
43:16.5,32.9080197,-80.10081811,29.13,38.254,1019.132,89.922152,357.564209,6.995793,15.033186,-14.637908,88.122353,-0.026905,-0.035943,1.233593,0.804698,0.282292,-0.401369,go_up
43:16.7,32.9080197,-80.10081811,29.237,38.234,1019.129,89.947922,356.122247,9.17641,14.497746,-15.057336,88.827927,0.108373,0.009954,0.474478,0.217657,-0.287645,0.501795,go_up
43:16.8,32.9080197,-80.10081811,29.077,38.052,1019.135,94.859252,354.580384,7.733206,14.662957,-15.794204,88.782425,0.245598,0.233809,0.925317,-0.363887,0.020536,0.415052,go_up
43:17.0,32.9080197,-80.10081811,29.113,36.946,1019.132,93.129056,352.097171,9.843283,15.349297,-16.411589,89.113251,0.389853,0.374386,1.120031,-0.529431,0.339713,0.200944,go_up
43:17.2,32.9080197,-80.10081811,29.148,38.716,1019.137,92.183286,355.884053,11.044112,15.71425,-16.340292,89.746857,0.130678,0.012868,0.846847,0.003854,0.13599,-0.41603,go_up
43:17.4,32.90803293,-80.10082682,29.166,38.311,1019.136,88.038119,357.126585,9.749538,16.406769,-14.454926,90.551926,0.163651,0.210016,0.691855,-0.260345,-0.07201,-0.26087,go_up
43:17.5,32.90803293,-80.10082682,29.113,38.334,1019.142,85.709011,356.537263,10.811581,17.913397,-13.374786,89.893997,0.072249,0.19739,1.066661,0.130914,-0.384162,-0.108459,go_up
43:17.7,32.90803293,-80.10082682,29.148,38.361,1019.133,81.640821,359.541597,14.556489,18.465101,-13.169524,88.750557,-0.07726,0.144947,0.959435,0.433292,0.032448,0.257144,go_up
43:17.9,32.90803293,-80.10082682,29.272,38.444,1019.129,83.798737,359.190638,16.238667,18.346889,-13.462026,87.497375,0.170682,0.160971,0.517368,0.033175,0.255719,0.479193,go_up
43:18.0,32.90803293,-80.10082682,29.113,38.407,1019.124,88.86824,357.063444,15.300694,17.926704,-14.866103,87.070084,0.196624,0.219242,0.979174,-0.087165,-0.076591,0.264169,go_up
43:18.2,32.90803293,-80.10082682,29.308,37.819,1019.123,95.037848,359.930461,11.639966,17.437212,-16.122679,86.313477,0.208019,-0.170064,1.484358,0.032565,-0.204873,0.051282,go_up
43:18.4,32.90803293,-80.10082682,29.201,38.092,1019.115,93.824478,0.844293,9.906411,16.826279,-15.99688,86.690773,0.255538,0.046616,0.68162,0.135495,-0.014283,-0.411143,go_up
43:18.5,32.90803293,-80.10082682,29.272,38.57,1019.11,91.680967,358.681034,9.877755,17.023205,-14.647246,86.683662,0.195654,0.146161,0.825889,0.076547,-0.234805,-0.333258,go_up
43:18.7,32.90803293,-80.10082682,29.077,39.218,1019.108,92.302043,355.761267,8.018622,17.747562,-12.750983,86.603645,0.299178,0.141062,1.094442,-0.709331,0.145764,0.361602,go_up
43:18.9,32.90804134,-80.10083735,29.077,37.414,1019.112,94.123224,356.761713,7.437258,16.933569,-12.618253,86.221352,-0.023203,-0.026294,0.846359,0.111672,0.109723,0.173761,go_up
43:19.0,32.90804134,-80.10083735,29.095,38.218,1019.116,91.635949,357.895898,5.782232,15.644454,-12.835791,86.382126,0.148619,0.142519,0.711838,0.014954,-0.28663,0.018227,go_up
43:19.2,32.90804134,-80.10083735,29.024,38.019,1019.122,88.877966,357.024012,10.405783,15.190986,-13.127539,86.026306,0.212625,0.285524,1.091762,0.671023,0.308047,-0.27224,go_up
43:19.4,32.90804134,-80.10083735,28.917,38.52,1019.123,87.578926,2.119364,16.960169,14.432963,-12.446461,86.543022,0.178683,0.159515,0.945544,-0.671658,0.884093,0.506613,go_up
43:19.5,32.90804974,-80.10084789,28.953,38.102,1019.13,88.133216,7.616282,15.368431,12.343828,-12.200121,87.820427,0.054065,0.13305,0.677477,-0.032082,-0.257308,-0.477491,go_up
